Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Randy Costa,The Zohan,30,7/6/1994,Male,69,135,Bantamweight,http://www.ufc.com/athlete/randy-costa,0,4,0,6,BW,7,Switch
Evan Elder,The Phenom,27,4/11/1997,Male,70,155,Welterweight,http://www.ufc.com/athlete/evan-elder,0,2,0,9,LW,4,Switch
Tom DeBlass,N/A,42,5/14/1982,Male,72,185,Middleweight,http://www.ufc.com/athlete/tom-deblass,0,2,0,9,LHW,3,Orthodox
Brian Gassaway,N/A,52,8/7/1972,Male,73,170,Welterweight,http://www.ufc.com/athlete/brian-gassaway,2,20,1,29,WW,4,Orthodox
Paul Creighton,N/A,54,6/4/1970,Male,66,155,Lightweight,http://www.ufc.com/athlete/paul-creighton,0,1,0,3,LW,5,Southpaw
Cody East,The Freight Train,36,6/29/1988,Male,75,245,Heavyweight,http://www.ufc.com/athlete/cody-east,0,3,0,12,HW,1,Orthodox
Te Edwards,N/A,34,9/11/1990,Male,68,155,Lightweight,http://www.ufc.com/athlete/te-edwards,0,3,0,6,LW,5,Orthodox
JC Cottrell,N/A,35,11/4/1989,Male,69,155,Lightweight,http://www.ufc.com/athlete/j.c.-cottrell,0,5,0,17,LW,5,Orthodox
Tiago dos Santos e Silva,Trator,37,4/12/1987,Male,69,145,Featherweight,http://www.ufc.com/athlete/tiago-trator,2,7,1,20,LW,6,Orthodox
Per Eklund,N/A,N/A,N/A,Male,70,155,Lightweight,http://www.ufc.com/athlete/per-eklund,1,5,0,14,LW,5,Orthodox
Blood Diamond,N/A,36,7/10/1988,Male,71,170,Welterweight,http://www.ufc.com/athlete/mike-diamond,0,3,0,3,WW,4,Switch
Julian Erosa,Juicy J,35,7/31/1989,Male,73,145,Featherweight,http://www.ufc.com/athlete/julian-erosa,0,12,0,30,FTW,6,Southpaw
Alton Cunningham,The Bo-Man,31,6/24/1993,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/alton-cunningham,0,2,0,4,LHW,2,Orthodox
Joseph Gigliotti,Capo,31,8/13/1993,Male,71,185,Middleweight,http://www.ufc.com/athlete/joe-gigliotti,0,2,0,7,MW,3,Orthodox
Kolton Englund,White Assassin,31,7/9/1993,Male,70,155,Lightweight,http://www.ufc.com/athlete/kolton-englund,0,4,0,9,LW,5,Orthodox
Allen Crowder,Pretty Boy,35,11/8/1989,Male,75,245,Heavyweight,http://www.ufc.com/athlete/allen-crowder,0,4,1,10,HW,1,Orthodox
Reuben Duran,N/A,41,7/2/1983,Male,67,135,Bantamweight,http://www.ufc.com/athlete/reuben-duran,1,7,0,11,BW,7,Orthodox
Konstantin Erokhin,N/A,42,1/31/1983,Male,71,230,Heavyweight,http://www.ufc.com/athlete/konstantin-erokhin,0,3,0,9,HW,1,Orthodox
Alexandre Dantas,Cafe,45,3/1/1979,Male,74,238,Heavyweight,http://www.ufc.com/athlete/alexandre-dantas,0,3,0,0,HW,1,Orthodox
Ron Faircloth,N/A,45,8/16/1979,Male,69,205,Light Heavyweight,http://www.ufc.com/athlete/ron-faircloth,0,20,1,33,LHW,2,Orthodox
CB Dollaway,The Doberman,41,8/10/1983,Male,74,185,Middleweight,http://www.ufc.com/athlete/cb-dollaway,0,9,0,17,LHW,3,Orthodox
Chris Curtis,Action-Man,37,7/15/1987,Male,70,185,Middleweight,http://www.ufc.com/athlete/chris-curtis,0,12,1,31,MW,3,Orthodox
Joey Gomez,N/A,35,8/29/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/joey-gomez,0,1,0,7,LW,5,Orthodox
Movsar Evloev,N/A,30,2/11/1994,Male,67,145,Featherweight,http://www.ufc.com/athlete/movsar-evloev,0,0,0,19,FTW,6,Orthodox
Hugo Duarte,N/A,56,8/9/1968,Male,72,240,Heavyweight,http://www.ufc.com/athlete/hugo-duarte,0,3,0,6,HW,1,Orthodox
Johnny Eduardo,N/A,46,8/3/1978,Male,67,135,Bantamweight,http://www.ufc.com/athlete/johnny-eduardo,0,13,0,28,BW,7,Orthodox
Erisson Ferreira,Gato,33,5/3/1991,Male,66,125,Flyweight,http://www.ufc.com/athlete/erisson-ferreira,0,2,0,12,FLW,8,Orthodox
Bartosz Fabinski,The Butcher,38,4/26/1986,Male,72,170,Welterweight,http://www.ufc.com/athlete/bartosz-fabinski,0,5,0,15,WW,4,Orthodox
Tebaris Gordon,Boom,36,7/19/1988,Male,73,265,Heavyweight,http://www.ufc.com/athlete/tebaris-gordon,0,1,0,3,HW,1,Orthodox
Yorgan De Castro,The Mad Titan,38,12/19/1986,Male,72,250,Heavyweight,http://www.ufc.com/athlete/yorgan-de-castro,0,3,0,6,HW,1,Orthodox
Ben Earwood,N/A,N/A,N/A,Male,68,170,Welterweight,http://www.ufc.com/athlete/ben-earwood,0,3,0,12,WW,4,Orthodox
Josh Ferguson,Taz,36,5/13/1988,Male,65,125,Flyweight,http://www.ufc.com/athlete/josh-ferguson,0,5,0,10,FLW,8,Orthodox
Kyle Daukaus,N/A,31,2/27/1993,Male,75,185,Middleweight,http://www.ufc.com/athlete/kyle-daukaus,0,4,1,11,MW,3,Southpaw
Ramazan Emeev,Gorets,37,5/23/1987,Male,70,170,Welterweight,http://www.ufc.com/athlete/ramazan-emeev,0,6,0,20,WW,4,Southpaw
Luigi Fioravanti,N/A,44,1/22/1981,Male,68,170,Welterweight,http://www.ufc.com/athlete/luigi-fioravanti,0,15,0,26,WW,4,Orthodox
TJ Grant,N/A,40,2/26/1984,Male,70,155,Lightweight,http://www.ufc.com/athlete/tj-grant,0,5,0,21,LW,5,Orthodox
Diego Ferreira,N/A,40,1/18/1985,Male,69,155,Lightweight,http://www.ufc.com/athlete/diego-ferreira,0,6,0,19,LW,5,Orthodox
Colin Fletcher,The Freakshow,42,1/8/1983,Male,74,155,Lightweight,http://www.ufc.com/athlete/colin-fletcher,0,8,0,14,WW,5,Orthodox
Chris Dempsey,N/A,37,9/8/1987,Male,70,185,Middleweight,http://www.ufc.com/athlete/chris-dempsey,0,5,0,11,LHW,3,Orthodox
Jon Olav Einemo,The Viking,49,12/10/1975,Male,78,253,Heavyweight,http://www.ufc.com/athlete/john-olav-einemo,0,3,0,6,HW,1,Orthodox
Terry Etim,N/A,39,1/11/1986,Male,73,155,Lightweight,http://www.ufc.com/athlete/terry-etim,0,5,0,16,LW,5,Orthodox
Chris de la Rocha,N/A,45,5/15/1979,Male,75,250,Heavyweight,http://www.ufc.com/athlete/chris-de-la-rocha,0,3,0,5,HW,1,Orthodox
Jordan Griffin,Native Psycho,34,2/28/1990,Male,70,145,Featherweight,http://www.ufc.com/athlete/jordan-griffin,0,9,0,18,FTW,6,Southpaw
Rafael Fiziev,Ataman,31,3/5/1993,Male,68,155,Lightweight,http://www.ufc.com/athlete/rafael-fiziev,0,3,0,12,LW,5,Switch
Glaico Franca Moreira,Nego,33,2/28/1991,Male,72,155,Lightweight,http://www.ufc.com/athlete/glaico-franca,0,5,0,15,LW,5,Orthodox
Jussier Formiga,N/A,39,4/14/1985,Male,65,125,Flyweight,http://www.ufc.com/athlete/jussier-formiga,0,8,0,23,FLW,8,Orthodox
Tony DeSouza,N/A,50,7/26/1974,Male,72,170,Welterweight,http://www.ufc.com/athlete/tony-desouza,0,4,0,11,WW,4,Southpaw
Andy Enz,Tank Mode,33,8/15/1991,Male,75,185,Middleweight,http://www.ufc.com/athlete/andy-enz,0,4,0,10,MW,3,Orthodox
Don Frye,The Predator,59,11/23/1965,Male,73,219,Light Heavyweight,http://www.ufc.com/athlete/don-frye,1,9,1,20,HW,2,Orthodox
Hermes Franca,N/A,50,8/26/1974,Male,66,155,Lightweight,http://www.ufc.com/athlete/hermes-franca,0,17,1,24,LW,5,Orthodox
Ricardo Funch,Golden Boy,44,8/14/1980,Male,70,170,Welterweight,http://www.ufc.com/athlete/ricardo-funch,0,6,0,9,WW,4,Southpaw
Matt Dixon,Magic,29,10/9/1995,Male,70,170,Welterweight,http://www.ufc.com/athlete/matt-dixon,0,1,0,9,WW,4,Switch
Paul Felder,The Irish Dragon,40,4/25/1984,Male,71,155,Lightweight,http://www.ufc.com/athlete/paul-felder,0,6,0,17,LW,5,Orthodox
Sam Fulton,N/A,N/A,N/A,Male,0,0,Heavyweight,http://www.ufc.com/athlete/sam-fulton,0,2,0,0,HW,1,N/A
Wagnney Fabiano,The Silencer,49,7/14/1975,Male,66,145,Featherweight,http://www.ufc.com/athlete/wagnney-fabiano,0,4,0,16,FTW,6,Southpaw
Leonardo Guimaraes,Leleco,42,4/15/1982,Male,72,185,Middleweight,http://www.ufc.com/athlete/leonardo-augusto-leleco,0,5,1,11,MW,3,Orthodox
Sean Gannon,The Cannon,N/A,N/A,Male,75,265,Heavyweight,http://www.ufc.com/athlete/sean-gannon,0,1,0,2,HW,1,Southpaw
AJ Dobson,N/A,33,1/18/1992,Male,73,185,Middleweight,http://www.ufc.com/athlete/aj-dobson,0,3,1,7,MW,3,Orthodox
Manvel Gamburyan,The Anvil,43,5/8/1981,Male,65,135,Bantamweight,http://www.ufc.com/athlete/manny-gamburyan,0,10,1,15,BW,7,Orthodox
Eduardo Garagorri,N/A,35,5/28/1989,Male,69,145,Featherweight,http://www.ufc.com/athlete/luiz-garagorri,0,2,0,13,FTW,6,Orthodox
Anderson Dos Santos,Berinja,39,7/24/1985,Male,65,135,Featherweight,http://www.ufc.com/athlete/anderson-dos-santos,0,9,0,21,FTW,6,Orthodox
Francisco Figueiredo,Sniper,35,10/23/1989,Male,66,125,Flyweight,http://www.ufc.com/athlete/francisco-figueiredo,1,5,1,13,FLW,8,Southpaw
Dennis Hallman,Superman,49,12/2/1975,Male,69,155,Lightweight,http://www.ufc.com/athlete/dennis-hallman,2,20,1,53,WW,5,Orthodox
Louis Gaudinot,Goodnight,40,8/28/1984,Male,63,125,Flyweight,http://www.ufc.com/athlete/louis-gaudinot,0,4,1,8,FLW,8,Orthodox
Cezar Ferreira,Mutante,39,2/15/1985,Male,73,185,Middleweight,http://www.ufc.com/athlete/cezar-ferreira,0,8,0,13,MW,3,Southpaw
Danny Downes,N/A,38,4/8/1986,Male,72,155,Lightweight,http://www.ufc.com/athlete/dan-downes,0,3,0,8,LW,5,Orthodox
Pablo Garza,The Scarecrow,41,9/16/1983,Male,73,145,Featherweight,http://www.ufc.com/athlete/pablo-garza,0,4,0,12,FTW,6,Orthodox
Manuel Gaxhja,N/A,27,7/23/1997,Male,68,155,Lightweight,http://www.ufc.com/athlete/manuel-gaxhja,0,0,0,7,LW,5,Switch
Isi Fitikefu,Doxz,N/A,N/A,Male,70,205,Light Heavyweight,http://www.ufc.com/athlete/isi-fitikefu,0,0,0,6,LHW,2,N/A
Albert Duraev,N/A,36,1/5/1989,Male,71,185,Middleweight,http://www.ufc.com/athlete/albert-duraev,0,5,0,16,MW,3,Orthodox
Jason Gilliam,N/A,N/A,N/A,Male,72,170,Welterweight,http://www.ufc.com/athlete/jason-gilliam,0,9,0,14,WW,4,Orthodox
Kenny Florian,KenFlo,48,5/26/1976,Male,70,145,Featherweight,http://www.ufc.com/athlete/kenny-florian,0,6,0,14,LW,6,Southpaw
Carlston Harris,Mocambique,37,7/9/1987,Male,72,170,Welterweight,http://www.ufc.com/athlete/carlston-harris,0,7,0,19,WW,4,Orthodox
Xavier Foupa-Pokam,Professor X,42,7/3/1982,Male,73,185,Middleweight,http://www.ufc.com/athlete/xavier-foupa-pokam,0,22,0,32,MW,3,Open Stance
Gregor Gillespie,The Gift,38,11/13/1986,Male,67,155,Lightweight,http://www.ufc.com/athlete/gregor-gillespie,0,1,0,14,LW,5,Orthodox
Chase Gibson,El Guero,34,2/7/1990,Male,70,155,Lightweight,http://www.ufc.com/athlete/chase-gibson,0,5,0,9,LW,5,Orthodox
Travis Fulton,The Ironman,47,5/29/1977,Male,72,240,Heavyweight,http://www.ufc.com/athlete/travis-fulton,10,53,1,253,HW,1,Orthodox
Akihiro Gono,N/A,50,10/7/1974,Male,67,170,Welterweight,http://www.ufc.com/athlete/akihiro-gono,8,21,0,35,MW,4,Switch
Luiz Dutra,Besouro,42,5/6/1982,Male,71,170,Welterweight,http://www.ufc.com/athlete/luiz-dutra,1,6,0,13,WW,4,Orthodox
Abdul-Kerim Edilov,N/A,33,11/25/1991,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/abdul-kerim-edilov,0,4,0,17,LHW,2,Orthodox
Gabriel Gonzaga,Napao,45,5/18/1979,Male,74,242,Heavyweight,http://www.ufc.com/athlete/gabriel-gonzaga,0,11,0,17,HW,1,Orthodox
Donavon Frelow,N/A,40,1/20/1985,Male,67,135,Bantamweight,http://www.ufc.com/athlete/donavon-frelow,0,3,0,6,FLW,7,Orthodox
Nick Hein,Sergeant,40,4/24/1984,Male,66,155,Lightweight,http://www.ufc.com/athlete/nick-hein,0,5,1,14,LW,5,Southpaw
Ciryl Gane,Bon Gamin,34,4/12/1990,Male,76,245,Heavyweight,http://www.ufc.com/athlete/ciryl-gane,0,2,0,13,HW,1,Orthodox
Joey Gomez,KO King,38,7/21/1986,Male,70,135,Bantamweight,http://www.ufc.com/athlete/joey-gomez,0,2,0,6,BW,7,Orthodox
Alex Gorgees,Hitman,29,8/11/1995,Male,74,155,Lightweight,http://www.ufc.com/athlete/alex-gorgees,0,1,0,6,LW,5,Switch
Justin Edwards,Fast Eddy,42,1/26/1983,Male,70,155,Lightweight,http://www.ufc.com/athlete/justin-edwards,0,5,0,9,WW,5,Orthodox
Tim Gorman,The Psycho,41,4/29/1983,Male,65,135,Bantamweight,http://www.ufc.com/athlete/tim-gorman,0,4,0,9,BW,7,Southpaw
Cameron Else,Camchida,37,4/27/1987,Male,69,135,Bantamweight,http://www.ufc.com/athlete/cameron-else,0,6,0,10,BW,7,Switch
Mickey Gall,N/A,33,1/22/1992,Male,74,170,Welterweight,http://www.ufc.com/athlete/mickey-gall,0,7,0,7,WW,4,Switch
Jack Hermansson,The Joker,36,6/10/1988,Male,73,185,Middleweight,http://www.ufc.com/athlete/jack-hermansson,0,8,0,24,MW,3,Orthodox
Willie Gates,N/A,38,1/21/1987,Male,68,125,Flyweight,http://www.ufc.com/athlete/willie-gates,0,7,0,12,FLW,8,Orthodox
Eddie Gordon,Truck,41,7/22/1983,Male,72,185,Middleweight,http://www.ufc.com/athlete/eddie-gordon,0,4,0,8,MW,3,Orthodox
Tony Gravely,N/A,33,9/28/1991,Male,65,135,Bantamweight,http://www.ufc.com/athlete/tony-gravely,0,9,0,23,BW,7,Orthodox
Michael Graves,N/A,34,1/8/1991,Male,70,170,Welterweight,http://www.ufc.com/athlete/michael-graves,1,0,0,6,WW,4,Orthodox
Corey Hill,N/A,46,10/3/1978,Male,76,155,Lightweight,http://www.ufc.com/athlete/corey-hill,0,9,0,6,LW,5,Orthodox
Achilles Estremadura,N/A,32,3/11/1992,Male,70,155,Lightweight,http://www.ufc.com/athlete/achilles-estremadura,0,1,0,7,LW,5,Orthodox
Garrett Gross,N/A,36,8/8/1988,Male,69,155,Lightweight,http://www.ufc.com/athlete/garrett-gross,0,7,0,11,LW,5,Orthodox
Josh Grispi,The Fluke,36,10/14/1988,Male,71,145,Featherweight,http://www.ufc.com/athlete/josh-grispi,0,5,0,14,FTW,6,Orthodox
Trevin Giles,N/A,32,8/6/1992,Male,72,170,Welterweight,http://www.ufc.com/athlete/trevin-giles,0,7,0,16,WW,4,Orthodox
Kron Gracie,N/A,36,7/11/1988,Male,69,145,Featherweight,http://www.ufc.com/athlete/kron-gracie,0,3,0,5,FTW,6,Southpaw
Max Holloway,Blessed,33,12/4/1991,Male,71,145,Featherweight,http://www.ufc.com/athlete/max-holloway,0,8,0,26,LW,6,Orthodox
Jorge Gurgel,N/A,48,1/25/1977,Male,67,155,Lightweight,http://www.ufc.com/athlete/jorge-gurgel,0,10,0,14,LW,5,Orthodox
Rico Farrington,The Triggerman,35,6/19/1989,Male,76,170,Welterweight,http://www.ufc.com/athlete/rico-farrington,0,3,0,7,WW,4,Southpaw
Tyson Griffin,N/A,40,4/20/1984,Male,66,145,Featherweight,http://www.ufc.com/athlete/tyson-griffin,0,8,0,16,FTW,6,Orthodox
John Gunther,The Machine,39,11/24/1985,Male,69,155,Lightweight,http://www.ufc.com/athlete/john-gunther,0,1,0,5,LW,5,Orthodox
Kyoji Horiguchi,N/A,34,10/12/1990,Male,65,125,Flyweight,http://www.ufc.com/athlete/kyoji-horiguchi,0,2,0,19,FLW,8,Orthodox
Takanori Gomi,The Fireball Kid,46,9/22/1978,Male,67,155,Lightweight,http://www.ufc.com/athlete/takanori-gomi,0,14,1,35,LW,5,Southpaw
John Halverson,The Hurricane,52,9/8/1972,Male,69,155,Lightweight,http://www.ufc.com/athlete/john-halverson,0,8,1,16,LW,5,Southpaw
Melvin Guillard,The Young Assassin,41,3/30/1983,Male,69,155,Lightweight,http://www.ufc.com/athlete/melvin-guillard,2,18,3,32,LW,5,Orthodox
Jamall Emmers,Pretty Boy,35,7/24/1989,Male,70,145,Featherweight,http://www.ufc.com/athlete/jamall-emmers,0,8,0,20,FTW,6,Orthodox
Elias Garcia,N/A,32,9/13/1992,Male,65,125,Flyweight,http://www.ufc.com/athlete/elias-garcia,0,2,0,6,FLW,8,Southpaw
Matt Hamill,The Hammer,48,10/5/1976,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/matt-hamill,0,8,0,12,LHW,2,Orthodox
Deiveson Figueiredo,Deus da Guerra,37,12/18/1987,Male,65,135,Bantamweight,http://www.ufc.com/athlete/deiveson-figueiredo,1,4,0,24,FLW,7,Orthodox
Chris Haseman,The Hammer,55,6/2/1969,Male,71,205,Light Heavyweight,http://www.ufc.com/athlete/chris-haseman,0,17,0,20,LHW,2,Orthodox
Doug Evans,N/A,44,10/10/1980,Male,69,155,Lightweight,http://www.ufc.com/athlete/doug-evans,0,10,0,13,LW,5,Orthodox
Clay Harvison,Bushwacker,44,9/25/1980,Male,73,170,Lightweight,http://www.ufc.com/athlete/clay-harvison,0,6,0,13,WW,5,Orthodox
Jeff Hughes,Lights Out,36,5/17/1988,Male,74,250,Heavyweight,http://www.ufc.com/athlete/jeff-hughes,0,4,1,10,HW,1,Orthodox
Tresean Gore,Mr. Vicious,30,6/21/1994,Male,72,185,Middleweight,http://www.ufc.com/athlete/tresean-gore,0,2,0,6,MW,3,Switch
Joe Giannetti,N/A,29,7/5/1995,Male,72,155,Lightweight,http://www.ufc.com/athlete/joe-giannetti,0,1,0,6,LW,5,Southpaw
Uriah Hall,Prime Time,40,7/31/1984,Male,72,185,Middleweight,http://www.ufc.com/athlete/uriah-hall,0,11,0,18,MW,3,Orthodox
Enson Inoue,Yamato Damashii,57,4/15/1967,Male,70,210,Lightweight,http://www.ufc.com/athlete/enson-inoue,0,8,0,12,LW,5,Orthodox
Dan Henderson,Hendo,54,8/24/1970,Male,71,185,Middleweight,http://www.ufc.com/athlete/dan-henderson,0,15,0,32,MW,3,Orthodox
Kevin Ferguson,Kimbo Slice,50,2/8/1974,Male,74,235,Heavyweight,http://www.ufc.com/athlete/kimbo-slice,0,2,1,5,HW,1,Orthodox
Alejandro Flores,El Gallito,33,8/6/1991,Male,70,145,Featherweight,http://www.ufc.com/athlete/alejandro-flores,0,3,0,17,FTW,6,Orthodox
Delson Heleno,Pe De Chumbo,47,11/16/1977,Male,71,185,Welterweight,http://www.ufc.com/athlete/delson-heleno,0,10,0,29,MW,4,Orthodox
Rafael Freitas,Capoeira,N/A,N/A,Male,0,205,Flyweight,http://www.ufc.com/athlete/rafael-de-freitas,0,6,1,3,FLW,8,Orthodox
Phil Harris,Billy,41,9/4/1983,Male,64,125,Flyweight,http://www.ufc.com/athlete/phil-harris,0,12,2,22,FLW,8,Orthodox
Dwight Grant,The Body Snatcher,40,9/14/1984,Male,73,185,Welterweight,http://www.ufc.com/athlete/dwight-grant,0,6,0,11,WW,4,Switch
Anthony Hernandez,Fluffy,31,10/18/1993,Male,72,185,Middleweight,http://www.ufc.com/athlete/anthony-hernandez,0,2,1,13,MW,3,Orthodox
Mike Jackson,The Truth,39,3/22/1985,Male,74,170,Welterweight,http://www.ufc.com/athlete/mike-jackson,0,2,1,1,WW,4,Orthodox
Erick Gonzalez,The Ghost Pepper,33,1/20/1992,Male,71,155,Lightweight,http://www.ufc.com/athlete/erick-gonzalez,0,8,0,14,LW,5,Orthodox
Chris Heatherly,Stump,37,11/24/1987,Male,69,155,Welterweight,http://www.ufc.com/athlete/chris-heatherly,0,4,1,9,WW,4,Orthodox
Art Jimmerson,N/A,61,8/4/1963,Male,73,196,Middleweight,http://www.ufc.com/athlete/art-jimmerson,0,1,0,0,LHW,3,Orthodox
Branden Lee Hinkle,The Iron Lion,51,7/29/1973,Male,75,235,Light Heavyweight,http://www.ufc.com/athlete/branden-lee-hinkle,0,11,1,17,LHW,2,Orthodox
Royce Gracie,N/A,58,12/12/1966,Male,73,175,Welterweight,http://www.ufc.com/athlete/royce-gracie,3,2,0,15,MW,4,Southpaw
Dave Galera,Scarecrow,47,1/12/1978,Male,71,135,Bantamweight,http://www.ufc.com/athlete/dave-galera,0,1,0,5,BW,7,Orthodox
Alexander Hernandez,The Great Ape,32,10/1/1992,Male,69,155,Lightweight,http://www.ufc.com/athlete/alexander-hernandez,0,8,0,15,FTW,5,Orthodox
Maxim Grishin,Maximus,40,5/2/1984,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/max-grishin,2,10,0,32,LHW,2,Orthodox
Jordan Johnson,N/A,36,11/18/1988,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/jordan-johnson,0,0,0,10,LHW,2,Orthodox
Ed Herman,Short Fuse,44,10/2/1980,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/ed-herman,0,16,1,27,LHW,2,Orthodox
John Gunderson,Quick Guns,46,1/5/1979,Male,69,155,Lightweight,http://www.ufc.com/athlete/john-gunderson,2,16,0,35,LW,5,Orthodox
Paddy Holohan,The Hooligan,36,5/3/1988,Male,70,125,Flyweight,http://www.ufc.com/athlete/paddy-holohan,1,2,0,12,FLW,8,Orthodox
Steve Garcia,Mean Machine,32,5/22/1992,Male,72,145,Featherweight,http://www.ufc.com/athlete/steve-garcia,0,5,0,17,FTW,6,Southpaw
Tony Halme,N/A,62,1/6/1963,Male,75,300,Heavyweight,http://www.ufc.com/athlete/tony-halme,0,4,0,0,HW,1,Orthodox
Kailan Hill,N/A,30,12/1/1994,Male,73,185,Middleweight,http://www.ufc.com/athlete/kailan-hill,0,1,1,4,MW,3,Southpaw
Dale Hartt,N/A,45,4/4/1979,Male,70,155,Lightweight,http://www.ufc.com/athlete/dale-hartt,0,3,0,6,LW,5,Orthodox
Shawn Jordan,The Savage,40,10/21/1984,Male,72,260,Heavyweight,http://www.ufc.com/athlete/shawn-jordan,0,8,0,19,HW,1,Southpaw
Andre Fili,Touchy,34,6/25/1990,Male,71,145,Featherweight,http://www.ufc.com/athlete/andre-fili,0,11,1,24,FTW,6,Orthodox
Jason High,The Kansas City Bandit,43,10/12/1981,Male,68,155,Lightweight,http://www.ufc.com/athlete/jason-high,0,6,0,21,LW,5,Southpaw
Christos Giagos,The Spartan,35,1/23/1990,Male,70,155,Lightweight,http://www.ufc.com/athlete/christos-giagos,0,12,0,20,LW,5,Orthodox
Jeff Hougland,Hellbound,46,8/2/1978,Male,67,135,Bantamweight,http://www.ufc.com/athlete/jeff-hougland,0,6,0,10,BW,7,Orthodox
Kurt Holobaugh,N/A,38,9/8/1986,Male,71,155,Lightweight,http://www.ufc.com/athlete/kurt-holobaugh,0,8,1,22,FTW,5,Orthodox
Saeed Hosseini,N/A,N/A,N/A,Male,0,0,Lightweight,http://www.ufc.com/athlete/saeed-hosseini,0,1,0,0,LW,5,N/A
Sirwan Kakai,Zohan,35,10/3/1989,Male,65,135,Bantamweight,http://www.ufc.com/athlete/sirwan-kakai,0,5,0,12,BW,7,Orthodox
Kevin Holland,Trailblazer,32,11/5/1992,Male,75,185,Middleweight,http://www.ufc.com/athlete/kevin-holland,0,13,1,26,WW,3,Orthodox
Alex Hunter,N/A,N/A,N/A,Male,69,226,Heavyweight,http://www.ufc.com/athlete/alex-hunter,0,0,0,2,HW,1,Orthodox
Adam Hunter,Warhammer,41,10/16/1983,Male,73,185,Middleweight,http://www.ufc.com/athlete/adam-hunter,0,1,0,7,MW,3,Orthodox
Mark Godbeer,The Hand Of,41,11/22/1983,Male,76,240,Heavyweight,http://www.ufc.com/athlete/mark-godbeer,0,4,0,13,HW,1,Orthodox
Moti Horenstein,N/A,N/A,N/A,Male,76,230,Heavyweight,http://www.ufc.com/athlete/moti-horenstein,0,6,0,1,HW,1,Orthodox
Marcin Held,N/A,33,1/18/1992,Male,69,155,Lightweight,http://www.ufc.com/athlete/marcin-held,0,7,0,23,LW,5,Orthodox
Gabe Green,Gifted,31,5/2/1993,Male,70,155,Welterweight,http://www.ufc.com/athlete/gabriel-green,0,5,0,11,WW,4,Switch
Teruto Ishihara,Yashabo,33,7/23/1991,Male,67,135,Featherweight,http://www.ufc.com/athlete/teruto-ishihara,2,7,0,10,FTW,6,Southpaw
Canaan Kawaihae,N/A,27,8/26/1997,Male,72,145,Featherweight,http://www.ufc.com/athlete/canaan-kawaihae,0,2,1,6,FTW,6,Southpaw
Mikey Gonzalez,Rolls,39,8/13/1985,Male,71,155,Lightweight,http://www.ufc.com/athlete/mikey-gonzalez,0,2,0,7,LW,5,Orthodox
Damir Ismagulov,Qazaq,33,2/3/1991,Male,70,155,Lightweight,http://www.ufc.com/athlete/damir-ismagulov,0,3,0,24,LW,5,Orthodox
Wang Guan,The Dongbei Tiger,38,3/14/1986,Male,69,145,Featherweight,http://www.ufc.com/athlete/wang-guan,1,1,0,20,FTW,6,Orthodox
Matt Hughes,N/A,51,10/13/1973,Male,69,170,Welterweight,http://www.ufc.com/athlete/matt-hughes,0,9,0,45,WW,4,Switch
Rob Font,N/A,37,6/25/1987,Male,68,135,Bantamweight,http://www.ufc.com/athlete/rob-font,0,8,0,21,BW,7,Orthodox
Justin James,N/A,48,11/8/1976,Male,70,155,Lightweight,http://www.ufc.com/athlete/justin-james,0,7,0,13,LW,5,Orthodox
Ramiro Hernandez,Junior,38,7/22/1986,Male,69,135,Bantamweight,http://www.ufc.com/athlete/junior-hernandez,0,9,0,19,BW,7,Orthodox
Alfred Khashakyan,The Fearless,36,7/17/1988,Male,68,135,Bantamweight,http://www.ufc.com/athlete/alfred-khashakyan,0,3,0,8,BW,7,Orthodox
Phil Johns,N/A,56,10/22/1968,Male,62,170,Lightweight,http://www.ufc.com/athlete/phil-johns,1,14,0,30,LW,5,Southpaw
Dustin Jacoby,The Hanyak,36,4/4/1988,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/dustin-jacoby,1,9,0,20,MW,2,Orthodox
Damian Grabowski,The Polish Pitbull,44,5/12/1980,Male,73,241,Heavyweight,http://www.ufc.com/athlete/damian-grabowski,0,5,0,20,HW,1,Orthodox
Charles Johnson,InnerG,34,1/10/1991,Male,69,125,Flyweight,http://www.ufc.com/athlete/charles-johnson,0,6,0,17,FLW,8,Switch
Jake Hadley,White Kong,28,8/3/1996,Male,67,135,Bantamweight,http://www.ufc.com/athlete/jake-hadley,0,4,0,11,FLW,7,Southpaw
Chris Indich,N/A,37,4/22/1987,Male,70,170,Welterweight,http://www.ufc.com/athlete/chris-indich,0,4,0,6,WW,4,N/A
Matt Frevola,The SteamRolla,34,6/11/1990,Male,69,155,Lightweight,http://www.ufc.com/athlete/matt-frevola,1,5,0,11,LW,5,Orthodox
Jeff Joslin,The Inferno,49,4/30/1975,Male,72,170,Welterweight,http://www.ufc.com/athlete/jeff-joslin,0,3,0,5,WW,4,Orthodox
